Entrez_Gene_Id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
5652,444.5967493415886,7.32551270722972,0.7056047733433987,10.381892220653379,2.9977376361886735e-25,7.110933446803152e-21
79802,115.13792627265117,-4.756936692520271,0.5111749834677735,-9.305887115698743,1.3287838953617097e-20,9.329484975579771e-17
26012,7619.776648254694,-3.9297678156471654,0.4223892066134978,-9.303665326001221,1.356856969191401e-20,9.329484975579771e-17
91807,233.9978296720205,4.427118438985514,0.4766529431588746,9.28792846561717,1.573202643325285e-20,9.329484975579771e-17
10761,174.7871375385294,-4.92035359966736,0.5474231289737043,-8.988209191840177,2.5129138397290485e-19,1.192176583844255e-15
2623,163.06933736705787,5.896654202039926,0.6920648046345811,8.520378673429917,1.5903248743236816e-17,5.389156620547436e-14
377841,70.00890226007442,-4.452508947556885,0.5220951711590196,-8.528155772198746,1.4869922302224097e-17,5.389156620547436e-14
1428,81.15074365302026,4.020879958485832,0.5099849179989278,7.884311509177387,3.1627441135620023e-15,9.377931639725532e-12
11001,413.24891998511896,3.77103423307531,0.48085596466293884,7.842336396344084,4.422397166831034e-15,1.165596479937766e-11
80119,111.77958221937921,-2.0702957707745413,0.26831872927743783,-7.715807898873448,1.2021826647753243e-14,2.8516974991135468e-11
221833,14.16711516567058,-5.191030582873927,0.6803518038491401,-7.629921098915725,2.3489743119471446e-14,5.0654563321543837e-11
1763,151.73464890597484,-1.364572252173792,0.18237318553532778,-7.482307490370938,7.30288265918097e-14,1.2373691397030842e-10
9951,180.1017103054629,5.6571896832600626,0.7544439139873284,7.498489388510173,6.455747771110252e-14,1.2373691397030842e-10
4499,180.92978834397013,-3.9660062130702762,0.5298225652869365,-7.485536617192593,7.125538727821591e-14,1.2373691397030842e-10
84823,2547.871121969362,-1.142196138972173,0.1529635342345632,-7.467113941161055,8.197278514520604e-14,1.2963176242862886e-10
134829,582.3218011518746,7.121260826906171,0.9558185969302667,7.450431336842585,9.303555155820903e-14,1.2981743050072213e-10
5493,1811.5250131601167,2.871996204891943,0.3852104532075457,7.455654904942453,8.942252208561761e-14,1.2981743050072213e-10
23310,740.7127655987183,-0.8973550674676328,0.12253909406251474,-7.32301045909346,2.4246889440709174e-13,2.9808708258603747e-10
1740,345.2313029831525,2.676342484232578,0.36552559043475047,7.321901815545604,2.4448101211924783e-13,2.9808708258603747e-10
6406,519.2502931876393,5.431147404472914,0.742142980685196,7.318195476912704,2.5132758533454533e-13,2.9808708258603747e-10
201305,171.49744528304157,3.3335725127138693,0.46162218128204074,7.221430528870387,5.144350091396225e-13,5.810910881809993e-10
991,632.6703543031206,-2.32777627628883,0.3269853170620988,-7.118901537241669,1.0879058989542125e-12,1.1609003197168591e-09
6545,283.16343219446173,4.336921755596544,0.609614573719466,7.114202879264365,1.1256147444664121e-12,1.1609003197168591e-09
730005,73.87387629813435,4.096031866718509,0.5763590615646239,7.106736303579821,1.188191410431268e-12,1.1743786852850045e-09
6521,35.04397723071495,-3.5501752964789666,0.5020329865120691,-7.071597667603897,1.5315994611382803e-12,1.4532428327064459e-09
56898,2054.561151374732,1.3989602296726966,0.1982705390334964,7.055814930912919,1.7159207888999098e-12,1.5655137320574908e-09
53841,289.2859956125689,-4.223215371408793,0.6012818528688691,-7.023686730705001,2.160890183741516e-12,1.898462075871574e-09
100287745,36.07128975759656,3.0830021374802774,0.44164753843922927,6.980684525890319,2.937452601538253e-12,2.488546898610318e-09
727677,32.24158683376315,-3.3367930850846577,0.479998010267132,-6.951681077235385,3.6095869968844396e-12,2.692692509869778e-09
5276,35.593323490053216,6.192107223626126,0.8908495258681274,6.950789155544484,3.6324843099292987e-12,2.692692509869778e-09
126,543.5131660673259,5.075722667372351,0.7297693204020709,6.955242602656755,3.5195583470372053e-12,2.692692509869778e-09
84418,9808.794006507344,1.5498313181012715,0.22260693303920473,6.962188000803734,3.350279885910839e-12,2.692692509869778e-09
128344,292.6400327379782,2.68424102686039,0.39084389684834553,6.867808474189693,6.519566790000124e-12,4.686383146230089e-09
6590,3424.527031534879,4.556232885123249,0.6677762123357806,6.822993693031132,8.916257195218293e-12,6.2206628508168566e-09
84259,820.2579898561855,-0.9824242845707548,0.14417926629935798,-6.813908197666626,9.498232957000364e-12,6.437359542085875e-09
6574,2145.656653220452,-1.4126208941436047,0.20770164074431516,-6.801202383772061,1.0374954912308743e-11,6.836230707635435e-09
2206,68.58390084885261,4.985263505893609,0.7380004186631485,6.75509576935494,1.427409387773399e-11,9.151237320911567e-09
4166,1316.4028170646063,3.5602740620058553,0.528360689181812,6.7383401810590495,1.6020613999121452e-11,1.0000657491398946e-08
90381,148.42925564218817,-1.8692947458433422,0.27930112870982654,-6.692757578453623,2.1900378466525382e-11,1.3320484041139709e-08
1515,272.05753873667624,-2.1944873543432974,0.3282695629312403,-6.685016224921703,2.308990607405181e-11,1.3358918584941047e-08
440387,32.35821976163076,-3.596871545083555,0.5379803735508364,-6.685878745618718,2.2954303149230712e-11,1.3358918584941047e-08
9768,207.8407651908942,-2.050330242554638,0.30747079237422986,-6.6683740160240434,2.5865294282652728e-11,1.4608348706638225e-08
6899,32.227184932612666,-2.745813821293407,0.4120889268175278,-6.663158465573739,2.680044137550103e-11,1.4784494648099068e-08
5476,36753.316338813,1.673406055289255,0.2513274513160762,6.658270103510238,2.7706924887232457e-11,1.4937181028410026e-08
8707,88.12414644776504,3.632463891173809,0.5459321082908648,6.653691614779477,2.8583126274186667e-11,1.5067118629999597e-08
2039,2355.3415530051975,2.104558755304468,0.31827590182743215,6.61237229466889,3.7820935565019503e-11,1.9416000057516244e-08
9961,20503.374937408276,1.031511271190698,0.15605661591584058,6.609852873824838,3.8470216378030587e-11,1.9416000057516244e-08
7802,331.49375290868244,2.299860563671454,0.34923154712731314,6.5854891477860535,4.533902113661266e-11,2.2405977507949768e-08
56670,1077.2044973200327,3.8658527093783945,0.5898116791739393,6.554384807694405,5.587172367170503e-11,2.7047615453398262e-08
113130,636.1151851521565,-1.7573294803121875,0.2694765009334097,-6.521271703562906,6.971376874187388e-11,3.3073606166519804e-08
645553,1127.7527454724006,4.172581508738043,0.6429878036085419,6.489363383443516,8.619983025472112e-11,3.932204179754307e-08
57405,178.5132910279159,-1.9049095472153588,0.2934607780250735,-6.491189589406057,8.516122746974498e-11,3.932204179754307e-08
148709,25.91477683377118,-2.3211563944099547,0.3580299299106704,-6.483135069152154,8.983600440891992e-11,4.0207544539320554e-08
105373021,27.292620255675402,-5.014648191745646,0.7739594899947184,-6.479212745075155,9.220242264119884e-11,4.050247532355329e-08
1788,1873.4653129330704,-1.356438960741075,0.2095053516519727,-6.474483587390035,9.513675122998136e-11,4.1031615925934324e-08
7143,57.785303435133756,4.550956597516225,0.7039529157540731,6.464859361568592,1.013930647051278e-10,4.2824858039965664e-08
3670,199.5591178152489,-5.4810545680224925,0.8481164539462267,-6.462620248103344,1.0290531209805839e-10,4.2824858039965664e-08
8091,572.3701826161454,-3.263745865788544,0.505273202768712,-6.459368610693012,1.051407264735317e-10,4.300074435652837e-08
220042,145.35571412780206,-1.537625493919205,0.23844191049137153,-6.4486377027869315,1.1285999283104084e-10,4.444726939193915e-08
65009,18886.280294075383,2.842648963295468,0.4411139359725912,6.444251091337312,1.161726192951489e-10,4.444726939193915e-08
1504,64.20032020213978,-3.5781804747094688,0.5550356533580384,-6.446757884941279,1.1426810781506969e-10,4.444726939193915e-08
390664,202.69448709628878,5.55363910672325,0.8615517987789051,6.446088458749126,1.1477368984601514e-10,4.444726939193915e-08
6751,141.24879206068798,3.411880114614614,0.5312151938679719,6.42278337291422,1.3380484603930208e-10,5.0380710363464835e-08
21,4923.271248901507,1.8729790515326874,0.2919956686639195,6.414406967414453,1.4137208984349583e-10,5.2398239737149445e-08
9212,310.8895353862153,-2.07076296910823,0.32355141725703984,-6.400104770560001,1.5527036991025674e-10,5.666412991755692e-08
85397,228.70053682279342,3.733582707944342,0.584115217805474,6.391860020308056,1.6387989172884388e-10,5.826512299568246e-08
283643,277.36318387890043,-1.1739270030759597,0.1836781448923896,-6.39121765827786,1.645699270988038e-10,5.826512299568246e-08
